gfx,cu_num,M,N,K,q_dtype_w,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,128,128,620160,torch.float8_e4m3fn,34,0,897.8064,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,22.63,176.87,0.0002
gfx950,256,128,128,659584,torch.float8_e4m3fn,34,0,953.0292,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,22.68,177.21,0.0002
gfx950,256,128,128,796544,torch.float8_e4m3fn,34,0,1151.3783,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,22.67,177.13,0.0004
gfx950,256,128,128,941696,torch.float8_e4m3fn,34,0,1362.3745,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,22.65,176.98,0.0002
gfx950,256,640,128,128,torch.float8_e4m3fn,50,0,2.799,a8w8_rowwise_128x16x32x128_16x16_1x1_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_intrawave_v1,7.49,93.66,0.0
gfx950,256,64,192,1024,torch.int8,77,0,4.1582,a8w8_rowwise_64x16x16x64_16x16_1x1_4x16x1_4x16x1_1x16x1x4_4x4x1_1x1_interwave_v2,6.05,68.95,0.0
gfx950,256,1,200,5120,torch.int8,34,0,9.0193,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,0.23,114.15,0.0
gfx950,256,16,200,5120,torch.int8,34,0,10.4705,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,3.13,106.23,0.0
gfx950,256,32,200,5120,torch.int8,34,0,10.4825,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,6.25,114.54,0.0
gfx950,256,64,200,5120,torch.int8,34,0,9.9254,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,13.21,138.76,0.0
gfx950,256,128,200,5120,torch.int8,34,0,9.652,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,27.16,179.3,0.0
gfx950,256,256,200,5120,torch.int8,34,0,9.8147,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,53.42,248.31,0.0
gfx950,256,512,200,5120,torch.int8,34,0,11.8774,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,88.28,324.17,0.0
gfx950,256,1024,200,5120,torch.int8,34,0,12.0055,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,174.68,556.12,0.0
gfx950,256,2048,200,5120,torch.int8,30,0,13.0876,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,320.48,942.03,0.0
gfx950,256,4096,200,5120,torch.int8,23,0,15.2341,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,550.65,1551.38,0.0
gfx950,256,8192,200,5120,torch.int8,21,0,25.2734,a8w8_rowwise_256x64x128x256_32x32_1x2_16x16x1_16x16x1_1x32x1x8_8x8x1_1x1_intrawave_v3,663.83,1829.74,0.0
gfx950,256,16384,200,5120,torch.int8,21,0,44.0772,a8w8_rowwise_256x64x128x256_32x32_1x2_16x16x1_16x16x1_1x32x1x8_8x8x1_1x1_intrawave_v3,761.27,2075.08,0.0
gfx950,256,32768,200,5120,torch.int8,21,0,82.0643,a8w8_rowwise_256x64x128x256_32x32_1x2_16x16x1_16x16x1_1x32x1x8_8x8x1_1x1_intrawave_v3,817.76,2216.6,0.0
gfx950,256,128,256,256,torch.float8_e4m3fn,68,0,3.1268,a8w8_rowwise_64x16x16x128_16x16_1x1_8x8x1_8x8x1_1x16x1x4_4x4x1_1x1_interwave_v1,5.37,52.4,0.0
gfx950,256,128,256,1024,torch.float8_e4m3fn,79,0,4.0962,a8w8_rowwise_128x16x32x128_16x16_1x1_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_interwave_v2,16.38,111.99,0.0
gfx950,256,256,256,128,torch.float8_e4m3fn,49,0,2.7541,a8w8_rowwise_64x16x16x128_16x16_1x1_8x8x1_8x8x1_1x16x1x4_4x4x1_1x1_intrawave_v1,6.09,71.39,0.0
gfx950,256,640,256,768,torch.float8_e4m3fn,79,0,3.9362,a8w8_rowwise_128x16x32x128_16x16_1x1_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_interwave_v2,63.93,258.07,0.0
gfx950,256,35200,256,19968,torch.float8_e4m3fn,1,0,245.3664,a8w8_rowwise_256x256x256x128_32x32_4x4_8x32x1_8x32x1_1x32x1x8_8x8x1_1x1_intrawave_v3,1466.67,2958.87,0.0
gfx950,256,640,384,128,torch.float8_e4m3fn,49,0,2.9702,a8w8_rowwise_64x16x16x128_16x16_1x1_8x8x1_8x8x1_1x16x1x4_4x4x1_1x1_intrawave_v1,21.18,209.61,0.0
gfx950,256,256,512,640,torch.float8_e4m3fn,79,0,3.6844,a8w8_rowwise_128x16x32x128_16x16_1x1_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_interwave_v2,45.54,204.56,0.0
gfx950,256,640,768,896,torch.float8_e4m3fn,76,0,5.2439,a8w8_rowwise_128x32x16x128_16x16_1x1_8x16x1_8x16x1_1x16x1x8_2x2x1_1x1_interwave_v2,167.97,428.04,0.0
gfx950,256,1,800,5120,torch.int8,34,0,11.5471,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,0.71,355.3,0.0
gfx950,256,16,800,5120,torch.int8,34,0,11.7219,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,11.18,358.6,0.0
gfx950,256,32,800,5120,torch.int8,34,0,11.9874,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,21.87,359.63,0.0
gfx950,256,64,800,5120,torch.int8,34,0,12.0241,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,43.6,376.42,0.0
gfx950,256,128,800,5120,torch.int8,34,0,11.5628,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,90.69,428.63,0.0
gfx950,256,256,800,5120,torch.int8,34,0,11.8423,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,177.09,491.15,0.0
gfx950,256,512,800,5120,torch.int8,30,0,13.1908,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,317.97,571.36,0.0
gfx950,256,1024,800,5120,torch.int8,23,0,15.5235,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,540.38,707.14,0.0
gfx950,256,2048,800,5120,torch.int8,23,0,24.3923,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,687.81,732.14,0.0
gfx950,256,4096,800,5120,torch.int8,15,0,36.4711,a8w8_rowwise_256x128x64x256_32x32_2x1_16x16x1_16x16x1_1x32x1x8_8x8x1_1x1_intrawave_v3,920.03,867.02,0.0
gfx950,256,8192,800,5120,torch.int8,41,0,65.9722,a8w8_rowwise_256x128x128x128_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8x8x1_1x1_intrawave_v5,1017.23,896.53,0.0
gfx950,256,16384,800,5120,torch.int8,1,0,111.2384,a8w8_rowwise_256x256x256x128_32x32_4x4_8x32x1_8x32x1_1x32x1x8_8x8x1_1x1_intrawave_v3,1206.58,1026.59,0.0
gfx950,256,32768,800,5120,torch.int8,1,0,216.0528,a8w8_rowwise_256x256x256x128_32x32_4x4_8x32x1_8x32x1_1x32x1x8_8x8x1_1x1_intrawave_v3,1242.45,1038.16,0.0
gfx950,256,16,1024,8192,torch.float8_e4m3fn,79,3,8.199,a8w8_rowwise_128x16x32x128_16x16_1x1_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_interwave_v2,32.74,1043.11,0.1616
gfx950,256,32,1024,8192,torch.float8_e4m3fn,79,3,8.7911,a8w8_rowwise_128x16x32x128_16x16_1x1_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_interwave_v2,61.07,991.49,0.1586
gfx950,256,64,1024,8192,torch.float8_e4m3fn,34,2,9.0741,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,118.33,996.68,0.1083
gfx950,256,128,1024,8192,torch.float8_e4m3fn,34,2,12.0372,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,178.4,805.78,0.1084
gfx950,256,256,1024,8192,torch.float8_e4m3fn,34,0,14.7059,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,292.06,748.68,0.0
gfx950,256,1,1280,8192,torch.float8_e4m3fn,79,3,7.6797,a8w8_rowwise_128x16x32x128_16x16_1x1_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_interwave_v2,2.73,1366.79,0.1344
gfx950,256,1,1280,8192,torch.int8,34,0,17.6914,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,1.19,593.31,0.0
gfx950,256,16,1280,8192,torch.float8_e4m3fn,79,3,8.8968,a8w8_rowwise_128x16x32x128_16x16_1x1_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_interwave_v2,37.72,1197.94,0.1643
gfx950,256,16,1280,8192,torch.int8,34,0,15.0987,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,22.22,705.87,0.0
gfx950,256,32,1280,8192,torch.float8_e4m3fn,60,3,9.3466,a8w8_rowwise_128x16x32x128_16x16_1x1_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_intrawave_v2,71.8,1158.69,0.1581
gfx950,256,32,1280,8192,torch.int8,34,0,14.9955,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,44.75,722.2,0.0
gfx950,256,64,1280,8192,torch.float8_e4m3fn,79,2,11.0767,a8w8_rowwise_128x16x32x128_16x16_1x1_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_interwave_v2,121.17,1008.77,0.1076
gfx950,256,64,1280,8192,torch.int8,34,0,14.7691,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,90.88,756.57,0.0
gfx950,256,128,1280,8192,torch.float8_e4m3fn,29,3,13.1684,a8w8_rowwise_256x32x96x256_16x16_1x3_16x16x1_16x16x1_1x32x1x8_4x4x1_1x1_intrawave_v3,203.85,900.79,0.1595
gfx950,256,128,1280,8192,torch.int8,34,0,13.9827,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,191.98,848.34,0.0
gfx950,256,192,1280,8192,torch.float8_e4m3fn,34,0,15.3959,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,261.53,815.16,0.0
gfx950,256,256,1280,8192,torch.float8_e4m3fn,30,0,17.037,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,315.12,777.03,0.0
gfx950,256,256,1280,8192,torch.int8,30,0,16.2863,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,329.65,812.85,0.0
gfx950,256,320,1280,8192,torch.float8_e4m3fn,30,0,17.4934,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,383.62,796.09,0.0
gfx950,256,512,1280,8192,torch.float8_e4m3fn,23,0,21.2265,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,505.85,753.34,0.0
gfx950,256,512,1280,8192,torch.int8,28,0,23.2059,a8w8_rowwise_256x32x128x256_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8x8x1_1x1_intrawave_v3,462.7,689.08,0.0
gfx950,256,1024,1280,8192,torch.float8_e4m3fn,21,0,28.4599,a8w8_rowwise_256x64x128x256_32x32_1x2_16x16x1_16x16x1_1x32x1x8_8x8x1_1x1_intrawave_v3,754.56,755.3,0.0
gfx950,256,1024,1280,8192,torch.int8,21,0,27.7294,a8w8_rowwise_256x64x128x256_32x32_1x2_16x16x1_16x16x1_1x32x1x8_8x8x1_1x1_intrawave_v3,774.44,775.2,0.0
gfx950,256,2048,1280,8192,torch.float8_e4m3fn,14,0,36.1844,a8w8_rowwise_256x128x96x256_32x32_1x3_16x16x1_16x16x1_1x64x1x4_8x8x1_1x1_intrawave_v3,1186.97,898.34,0.0
gfx950,256,2048,1280,8192,torch.int8,41,0,42.0169,a8w8_rowwise_256x128x128x128_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8x8x1_1x1_intrawave_v5,1022.2,773.64,0.0
gfx950,256,4096,1280,8192,torch.float8_e4m3fn,11,0,51.722,a8w8_rowwise_256x128x160x128_32x32_1x5_8x32x1_8x32x1_1x64x1x4_8x8x1_1x1_intrawave_v3,1660.79,1054.21,0.0
gfx950,256,4096,1280,8192,torch.int8,11,0,59.932,a8w8_rowwise_256x128x160x128_32x32_1x5_8x32x1_8x32x1_1x64x1x4_8x8x1_1x1_intrawave_v3,1433.28,909.8,0.0
gfx950,256,8192,1280,8192,torch.float8_e4m3fn,4,0,81.7243,a8w8_rowwise_256x256x160x128_32x32_2x5_8x32x1_8x32x1_1x64x1x4_8x8x1_2x1_intrawave_v3,2102.17,1206.08,0.0
gfx950,256,8192,1280,8192,torch.int8,4,0,95.3807,a8w8_rowwise_256x256x160x128_32x32_2x5_8x32x1_8x32x1_1x64x1x4_8x8x1_2x1_intrawave_v3,1801.19,1033.4,0.0
gfx950,256,16384,1280,8192,torch.float8_e4m3fn,4,0,174.2513,a8w8_rowwise_256x256x160x128_32x32_2x5_8x32x1_8x32x1_1x64x1x4_8x8x1_2x1_intrawave_v3,1971.85,1071.13,0.0
gfx950,256,16384,1280,8192,torch.int8,4,0,178.1119,a8w8_rowwise_256x256x160x128_32x32_2x5_8x32x1_8x32x1_1x64x1x4_8x8x1_2x1_intrawave_v3,1929.11,1047.92,0.0
gfx950,256,32768,1280,8192,torch.int8,1,0,339.8668,a8w8_rowwise_256x256x256x128_32x32_4x4_8x32x1_8x32x1_1x32x1x8_8x8x1_1x1_intrawave_v3,2021.95,1067.5,0.0
gfx950,256,512,1792,7424,torch.float8_e4m3fn,23,0,20.9911,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,648.99,902.28,0.0
gfx950,256,512,1920,6784,torch.float8_e4m3fn,23,0,19.552,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,682.18,944.39,0.0
gfx950,256,1,2304,16384,torch.int8,34,0,28.7938,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,2.62,1311.73,0.0
gfx950,256,16,2304,16384,torch.int8,34,0,23.498,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,51.41,1620.76,0.0
gfx950,256,32,2304,16384,torch.int8,34,0,23.2436,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,103.94,1652.95,0.0
gfx950,256,64,2304,16384,torch.int8,34,0,23.2558,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,207.77,1680.97,0.0
gfx950,256,128,2304,16384,torch.int8,30,0,26.5035,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,364.62,1525.67,0.0
gfx950,256,256,2304,16384,torch.int8,23,0,32.4817,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,595.02,1327.6,0.0
gfx950,256,512,2304,16384,torch.int8,23,0,54.2058,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,713.11,894.68,0.0
gfx950,256,1024,2304,16384,torch.int8,23,0,86.7135,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,891.55,683.22,0.0
gfx950,256,2048,2304,16384,torch.int8,23,0,145.2155,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,1064.75,556.0,0.0
gfx950,256,4096,2304,16384,torch.int8,11,0,246.424,a8w8_rowwise_256x128x160x128_32x32_1x5_8x32x1_8x32x1_1x64x1x4_8x8x1_1x1_intrawave_v3,1254.9,502.11,0.0
gfx950,256,8192,2304,16384,torch.int8,15,0,463.8213,a8w8_rowwise_256x128x64x256_32x32_2x1_16x16x1_16x16x1_1x32x1x8_8x8x1_1x1_intrawave_v3,1333.43,452.15,0.0
gfx950,256,16384,2304,16384,torch.int8,15,0,878.7062,a8w8_rowwise_256x128x64x256_32x32_2x1_16x16x1_16x16x1_1x32x1x8_8x8x1_1x1_intrawave_v3,1407.7,434.37,0.0
gfx950,256,32768,2304,16384,torch.int8,1,0,1717.9546,a8w8_rowwise_256x256x256x128_32x32_4x4_8x32x1_8x32x1_1x32x1x8_8x8x1_1x1_intrawave_v3,1440.03,422.37,0.0
gfx950,256,1,2560,8192,torch.int8,34,0,17.4658,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,2.4,1201.48,0.0
gfx950,256,16,2560,8192,torch.int8,34,0,14.8202,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,45.28,1429.43,0.0
gfx950,256,32,2560,8192,torch.int8,34,0,14.7991,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,90.69,1445.87,0.0
gfx950,256,64,2560,8192,torch.int8,34,0,14.5967,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,183.9,1495.1,0.0
gfx950,256,128,2560,8192,torch.int8,30,0,16.5177,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,325.03,1372.8,0.0
gfx950,256,256,2560,8192,torch.int8,28,0,23.112,a8w8_rowwise_256x32x128x256_32x32_1x1_16x16x1_16x16x1_1x32x1x8_8x8x1_1x1_intrawave_v3,464.58,1054.84,0.0
gfx950,256,512,2560,8192,torch.int8,21,0,27.6646,a8w8_rowwise_256x64x128x256_32x32_1x2_16x16x1_16x16x1_1x32x1x8_8x8x1_1x1_intrawave_v3,776.26,1004.43,0.0
gfx950,256,1024,2560,8192,torch.int8,41,0,42.1202,a8w8_rowwise_256x128x128x128_32x32_2x2_8x32x1_8x32x1_1x32x1x8_8x8x1_1x1_intrawave_v5,1019.69,821.53,0.0
gfx950,256,2048,2560,8192,torch.int8,11,0,61.0366,a8w8_rowwise_256x128x160x128_32x32_1x5_8x32x1_8x32x1_1x64x1x4_8x8x1_1x1_intrawave_v3,1407.34,790.26,0.0
gfx950,256,4096,2560,8192,torch.int8,4,0,90.7509,a8w8_rowwise_256x256x160x128_32x32_2x5_8x32x1_8x32x1_1x64x1x4_8x8x1_2x1_intrawave_v3,1893.08,831.92,0.0
gfx950,256,8192,2560,8192,torch.int8,4,0,173.6356,a8w8_rowwise_256x256x160x128_32x32_2x5_8x32x1_8x32x1_1x64x1x4_8x8x1_2x1_intrawave_v3,1978.84,748.83,0.0
gfx950,256,16384,2560,8192,torch.int8,1,0,329.1334,a8w8_rowwise_256x256x256x128_32x32_4x4_8x32x1_8x32x1_1x32x1x8_8x8x1_1x1_intrawave_v3,2087.89,726.38,0.0
gfx950,256,32768,2560,8192,torch.int8,1,0,599.612,a8w8_rowwise_256x256x256x128_32x32_4x4_8x32x1_8x32x1_1x32x1x8_8x8x1_1x1_intrawave_v3,2292.13,762.46,0.0
gfx950,256,16,3584,8192,torch.float8_e4m3fn,34,2,10.689,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,87.9,2769.75,0.1092
gfx950,256,32,3584,8192,torch.float8_e4m3fn,34,2,12.64,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,148.66,2361.68,0.1084
gfx950,256,64,3584,8192,torch.float8_e4m3fn,55,2,15.5912,a8w8_rowwise_128x64x32x128_32x32_1x1_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_intrawave_v2,241.04,1946.17,0.1078
gfx950,256,128,3584,8192,torch.float8_e4m3fn,30,0,17.8922,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,420.08,1750.83,0.0
gfx950,256,256,3584,8192,torch.float8_e4m3fn,23,0,20.9257,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,718.37,1590.98,0.0
gfx950,256,1,4608,16384,torch.int8,34,0,30.4899,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,4.95,2476.99,0.0
gfx950,256,16,4608,16384,torch.int8,34,0,25.7089,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,93.97,2952.56,0.0
gfx950,256,32,4608,16384,torch.int8,34,0,24.957,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,193.61,3057.93,0.0
gfx950,256,64,4608,16384,torch.int8,30,0,27.9735,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,345.46,2757.46,0.0
gfx950,256,128,4608,16384,torch.int8,23,0,33.4047,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,578.58,2358.18,0.0
gfx950,256,256,4608,16384,torch.int8,23,0,55.0189,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,702.57,1491.33,0.0
gfx950,256,512,4608,16384,torch.int8,23,0,87.1647,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,886.93,1016.52,0.0
gfx950,256,1024,4608,16384,torch.int8,23,0,143.2677,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,1079.23,709.94,0.0
gfx950,256,2048,4608,16384,torch.int8,11,0,247.0665,a8w8_rowwise_256x128x160x128_32x32_1x5_8x32x1_8x32x1_1x64x1x4_8x8x1_1x1_intrawave_v3,1251.64,517.78,0.0
gfx950,256,4096,4608,16384,torch.int8,15,0,433.3975,a8w8_rowwise_256x128x64x256_32x32_2x1_16x16x1_16x16x1_1x32x1x8_8x8x1_1x1_intrawave_v3,1427.04,416.14,0.0
gfx950,256,8192,4608,16384,torch.int8,39,0,844.5637,a8w8_rowwise_256x224x256x128_16x16_7x8_8x32x1_8x32x1_1x32x1x8_8x8x1_1x2_intrawave_v3,1464.6,337.7,0.0
gfx950,256,16384,4608,16384,torch.int8,40,0,1632.4516,a8w8_rowwise_256x256x224x128_16x16_8x7_8x32x1_8x32x1_1x64x1x4_8x8x1_2x1_intrawave_v3,1515.45,303.18,0.0
gfx950,256,32768,4608,16384,torch.int8,40,0,3026.9648,a8w8_rowwise_256x256x224x128_16x16_8x7_8x32x1_8x32x1_1x64x1x4_8x8x1_2x1_intrawave_v3,1634.58,302.07,0.0
gfx950,256,1,5120,640,torch.int8,79,0,4.3227,a8w8_rowwise_128x16x32x128_16x16_1x1_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_interwave_v2,1.52,760.56,0.0
gfx950,256,1,5120,1280,torch.int8,34,0,6.1049,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,2.15,1075.39,0.0
gfx950,256,1,5120,3200,torch.int8,30,0,9.8138,a8w8_rowwise_256x32x64x512_16x16_1x2_32x8x1_32x8x1_1x32x1x8_8x8x1_1x2_intrawave_v3,3.34,1670.86,0.0
gfx950,256,1,5120,5120,torch.int8,34,0,12.3186,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,4.26,2129.28,0.0
gfx950,256,1,5120,6400,torch.int8,34,0,14.5779,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,4.5,2248.93,0.0
gfx950,256,1,5120,25600,torch.int8,23,0,47.1407,a8w8_rowwise_256x64x64x512_32x32_1x1_32x8x1_32x8x1_1x32x1x8_8x8x1_1x1_intrawave_v3,5.56,2781.2,0.0
gfx950,256,16,5120,640,torch.int8,60,0,4.3842,a8w8_rowwise_128x16x32x128_16x16_1x1_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_intrawave_v2,23.92,787.12,0.0
gfx950,256,16,5120,1280,torch.int8,79,0,6.1038,a8w8_rowwise_128x16x32x128_16x16_1x1_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_interwave_v2,34.36,1103.89,0.0
gfx950,256,16,5120,3200,torch.int8,79,0,9.1289,a8w8_rowwise_128x16x32x128_16x16_1x1_8x16x1_8x16x1_1x16x1x8_4x4x1_1x1_interwave_v2,57.43,1818.3,0.0
gfx950,256,16,5120,5120,torch.int8,34,0,11.1363,a8w8_rowwise_256x16x64x512_16x16_1x1_32x8x1_32x8x1_1x16x1x16_4x4x1_1x1_intrawave_v3,75.33,2376.03,0.0
